district,state,district_num,dem_candidate,rep_candidate,total_spending,spending_for,spending_against,dem_support,dem_oppose,rep_support,rep_oppose,net_dem_advantage,num_transactions,top_spenders
CO-08,CO,08,"CARAVEO, YADIRA","EVANS, TIMOTHY GABRIEL JOSEPH",24636157.339999992,7479441.359999999,17156715.979999993,6059989.920000001,4581441.9399999995,1419451.4400000002,12575274.039999995,12634370.579999998,355,"HMP: $7,140,488 | DCCC: $3,220,765 | NRCC: $2,983,044"
NY-19,NY,19,"RILEY, JOSH","MOLINARO, MARCUS J.",23223441.870000005,7588669.710000001,15634772.160000004,5915521.899999999,3241112.9299999992,1673147.8099999998,12393659.23,13394920.39,284,"HMP: $7,967,267 | DCCC: $3,847,018 | Project 218: $2,889,510"
ME-02,ME,02,"GOLDEN, JARED","THERIAULT, AUSTIN LEO",23151804.419999994,2295183.9099999997,20856620.509999994,1605474.24,6475437.399999999,689709.6699999999,14381183.110000001,8821510.280000001,397,"HMP: $10,943,689 | DCCC: $3,287,894 | RESTORATION PAC: $3,126,919"
WA-03,WA,03,"GLUESENKAMP PEREZ, MARIE","LEWALLEN, LESLIE",22893138.839999996,3421086.630000001,19472052.209999997,2131912.0600000005,5856991.5600000005,1289174.57,13615060.650000002,8600806.580000002,167,"HMP: $6,575,509 | NRCC: $5,856,992 | DCCC: $5,654,739"
OR-05,OR,05,"BYNUM, JANELLE","CHAVEZ-DEREMER, LORI",22353446.150000002,7712118.829999997,14641327.320000006,4553241.3599999985,2928805.59,2787537.1599999997,11712521.730000002,10549420.34,214,"DCCC: $6,765,882 | HMP: $4,864,409 | 314 Action Fund: $2,457,753"
AZ-01,AZ,01,"SHAH, AMISH DR.","SCHWEIKERT, DAVID S.",22217273.080000013,6043642.870000014,16173630.21,5180473.010000015,2509302.7099999995,863169.86,13664327.5,15472327.940000013,1024,"HMP: $8,896,565 | DCCC: $5,324,662 | NRCC: $1,024,084"
CA-13,CA,13,"GRAY, ADAM C.","DUARTE, JOHN",22101457.959999997,2656912.6200000006,19444545.339999996,1784967.3500000003,3852501.3500000006,871945.27,15592043.989999998,12652564.719999999,269,"HMP: $9,245,447 | DCCC: $7,024,282 | NRCC: $3,806,420"
NC-01,NC,01,"DAVIS, DON","BUCKHOUT, LAURIE",22007182.63,5620312.919999999,16386869.709999999,5174244.719999999,1478976.6600000001,446068.2,14907893.049999999,18157092.909999996,195,"HMP: $9,227,587 | DCCC: $4,873,363 | Fairshake: $2,200,851"
CA-45,CA,45,"TRAN, DEREK","STEEL, MICHELLE",21986450.419999987,9115295.83999999,12871154.579999994,5059651.50999999,445372.23000000056,4055644.33,12425782.35,12984417.299999991,541,"HMP: $9,892,369 | DCCC: $3,095,082 | Fairshake: $2,791,716"
MI-07,MI,07,"HERTEL, CURTIS JR.","BARRETT, THOMAS MORE",21654750.430000007,2367369.9100000006,19287380.520000007,1274853.4499999995,2579786.62,1092516.46,16707593.900000006,14310144.270000005,233,"HMP: $10,191,741 | DCCC: $4,439,036 | NRCC: $2,380,912"
AK-00,AK,00,"PELTOLA, MARY","BEGICH, NICHOLAS III",21344461.359999992,5276084.18,16068377.179999994,3495496.2800000003,5014418.449999999,1780587.9000000008,11053958.729999999,7754448.659999998,243,"Vote Alaska Before Party: $9,199,936 | CLUB FOR GROWTH ACTION: $2,296,319 | NRCC: $2,039,789"
NY-16,NY,16,"LATIMER, GEORGE",N/A,20847190.60000001,7608453.290000002,13238737.310000006,7608453.290000002,13238737.310000006,0,0,-5630284.020000004,142,"UNITED DEMOCRACY PROJECT (UDP): $14,632,379 | Fairshake: $2,078,023 | Justice Democrats PAC: $1,337,586"
CA-27,CA,27,"WHITESIDES, GEORGE","GARCIA, MICHAEL",20693222.869999997,6852468.099999999,13840754.77,4510700.939999998,2434845.27,2341767.16,11405909.5,11139998.009999998,193,"HMP: $11,793,269 | NRCC: $2,285,225 | LCV Victory Fund: $1,638,627"
PA-07,PA,07,"ALTMAN, SUSAN COPIUS","MACKENZIE, RYAN EDWARD",20207872.819999993,5628596.280000001,14579276.539999994,5054717.200000001,1497106.77,573879.0800000001,13082169.769999996,16065901.12,304,"HMP: $9,707,678 | Project 218: $2,137,100 | DCCC: $1,684,970"
NY-03,NY,03,"SUOZZI, THOMAS","PILIP, MAZI MELESA",19516797.10000001,5786997.140000002,13729799.960000006,5170227.5,2957709.58,616769.6400000001,10772090.380000003,12367838.660000002,287,"HMP: $7,279,690 | DCCC: $4,403,218 | Secure NYS PAC: $1,484,640"
AZ-06,AZ,06,"ENGEL, KIRSTEN","CISCOMANI, JUAN",17612343.740000002,6059300.710000004,11553043.03,3394360.790000003,873793.78,2664939.9200000004,10679249.249999998,10534876.34,1003,"HMP: $5,051,605 | DCCC: $3,492,386 | LCV Victory Fund: $2,007,687"
CA-22,CA,22,"SALAS, RUDY","VALADAO, DAVID",17334367.84,6724272.259999999,10610095.58,3623067.5200000005,1866704.4400000002,3101204.74,8743391.14,7398549.4799999995,294,"HMP: $7,361,232 | DCCC: $3,816,798 | Fairshake: $1,306,863"
NE-02,NE,02,"VARGAS, ANTHONY 'TONY'","BACON, DONALD J",17174822.729999997,4989531.09,12185291.639999997,1446475.33,3532130.5999999996,3543055.76,8653161.04,3024450.01,938,"BIG RED LEADERSHIP PAC: $3,678,246 | HMP: $3,660,362 | DCCC: $3,350,937"
PA-08,PA,08,"CARTWRIGHT, MATTHEW A.","BRESNAHAN, ROB",16609079.77,1614497.1300000001,14994582.639999999,860574.2300000001,1592840.3499999999,753922.9,13401742.29,11915553.27,233,"HMP: $8,938,523 | DCCC: $4,177,347 | NRCC: $1,482,866"
MO-01,MO,01,"BUSH, CORI",N/A,15618831.059999999,7620462.8599999985,7998368.199999999,7620462.8599999985,7998368.199999999,0,0,-377905.3400000008,200,"UNITED DEMOCRACY PROJECT (UDP): $8,598,539 | Justice Democrats PAC: $2,008,043 | Mainstream Democrats PAC: $1,500,335"
NM-02,NM,02,"VASQUEZ, GABRIEL","HERRELL, STELLA YVETTE",14894616.32,1332949.1499999997,13561667.17,601722.8699999999,3133159.6899999995,731226.2800000003,10428507.480000002,7165844.380000002,391,"DCCC: $5,068,901 | HMP: $3,226,153 | NRCC: $2,509,146"
CA-47,CA,47,"MIN, DAVE","BAUGH, SCOTT",14573094.419999996,5814210.499999996,8758883.92,5290442.569999995,8095051.0,523767.92999999993,663832.92,-2664543.440000005,274,"UNITED DEMOCRACY PROJECT (UDP): $4,719,828 | CLUB FOR GROWTH ACTION: $2,105,431 | LCV Victory Fund: $1,409,942"
OH-09,OH,09,"KAPTUR, MARCY HON. M.C.","MERRIN, DEREK",14459674.12000001,1955667.7799999998,12504006.340000011,1050903.6999999997,2811237.35,904764.0800000001,9692768.990000004,7027671.2600000035,314,"DCCC: $4,333,442 | HMP: $3,562,540 | NRCC: $2,033,273"
VA-07,VA,07,"VINDMAN, YEVGENY 'EUGENE'","TODD, TERRIS EUGENE",14366929.889999999,6825211.449999998,7541718.44,2841349.2600000026,1788392.32,3983862.190000001,5753326.12,2822420.870000002,467,"HMP: $5,217,942 | American Patriots PAC: $3,099,012 | LCV Victory Fund: $1,445,396"
OH-13,OH,13,"SYKES, EMILIA","COUGHLIN, KEVIN",14292120.270000003,2306082.95,11986037.320000004,1547218.8,1733590.8900000001,758864.15,10252446.430000003,9307210.190000005,201,"DCCC: $4,209,211 | HMP: $4,114,424 | NRCC: $1,516,476"
NY-04,NY,04,"GILLEN, LAURA","DESPOSITO, ANTHONY P",13996674.260000004,359661.50999999995,13637012.750000004,191295.37,0,168366.13999999998,13637012.750000004,13659941.980000002,231,"HMP: $8,350,541 | DCCC: $4,830,885 | LCV Victory Fund: $150,494"
NY-17,NY,17,"JONES, MONDAIRE","LAWLER, MICHAEL VINCENT",13542075.04,5452086.319999998,8089988.72,3904873.97,104097.95,1547212.35,7985890.77,10239454.44,169,"HMP: $6,232,768 | DCCC: $1,827,709 | Battleground New York: $1,416,142"
CA-41,CA,41,"ROLLINS, WILL","CALVERT, KEN",13540886.760000004,1280502.47,12260384.290000003,1060916.9999999998,3237933.74,219585.47,9022450.55,6625848.34,146,"HMP: $6,628,482 | Congressional Leadership Fund: $1,834,149 | Americans 4 Security PAC: $1,103,850"
PA-10,PA,10,"STELSON, JANELLE","PERRY, SCOTT",13108656.180000009,1836450.0100000014,11272206.170000007,884520.0000000001,4199922.1099999985,951930.01,7072284.06,2804951.9400000013,452,"HMP: $2,962,575 | WIN IT BACK PAC: $2,791,392 | DCCC: $2,287,972"
MI-10,MI,10,"MARLINGA, CARL J.","JAMES, JOHN",13090388.639999999,3838418.77,9251969.87,3068744.8899999997,287279.75,769673.8800000001,8964690.12,10976481.379999997,172,"HMP: $8,099,919 | YOUR COMMUNITY PAC: $1,399,994 | CFFE PAC: $1,077,450"
IA-01,IA,01,"BOHANNAN, CHRISTINA","MILLER-MEEKS, MARIANNETTE JANE",12723757.36,3118456.669999999,9605300.690000001,751348.33,1185981.9,2367108.339999999,8419318.790000001,5617576.880000003,160,"HMP: $5,195,020 | DCCC: $3,308,795 | WFW ACTION FUND INC: $972,500"
IA-03,IA,03,"BACCAM, LANON","NUNN, ZACH",12347379.020000003,3299186.22,9048192.800000003,1047431.98,1526020.0,2251754.2399999998,7522172.800000002,4791830.540000001,188,"DCCC: $2,880,730 | HMP: $2,291,212 | LCV Victory Fund: $1,137,900"
NY-22,NY,22,"MANNION, JOHN W","WILLIAMS, BRANDON MCDONALD",10973547.930000002,3968731.5400000005,7004816.3900000015,3883650.0700000003,1400747.6,85081.47,5604068.79,8001889.789999999,217,"HMP: $3,358,244 | DCCC: $1,642,989 | NRCC: $1,380,748"
WI-03,WI,03,"COOKE, REBECCA","VAN ORDEN, DERRICK F. MR.",10710744.41,2788752.2499999995,7921992.160000001,2613732.1199999996,742800.0,175020.13,7179192.160000001,8875104.15,127,"HMP: $3,716,582 | Project 218: $1,138,050 | VoteVets: $1,057,822"
MI-08,MI,08,"MCDONALD RIVET, KRISTEN","JUNGE, PAUL",10659581.829999998,1946026.1599999997,8713555.669999998,1241971.54,1211964.18,38364.619999999995,7501591.489999999,7493234.2299999995,183,"HMP: $6,135,209 | NRCC: $1,117,574 | WFW ACTION FUND INC: $761,860"
MO-03,MO,03,N/A,"SCHAEFER, KURT",9220669.59,4180924.0700000008,5039745.519999999,0,0,4180924.0700000008,5039745.519999999,858821.4499999979,177,"MISSOURI CONSERVATIVES FOR CONGRESS PAC: $1,567,971 | NATIONAL INTEREST ACTION INC: $1,285,555 | CLUB FOR GROWTH ACTION: $1,248,619"
SC-01,SC,01,"DEFORD, WILLIAM MCADOO MAC","MACE, NANCY",8113118.759999999,2858533.54,5254585.219999999,52880.53,0,2805653.01,5254585.219999999,2501812.7399999993,177,"SOUTH CAROLINA PATRIOTS PAC: $3,815,643 | WIN IT BACK PAC: $1,502,690 | CLUB FOR GROWTH ACTION: $1,016,207"
VA-02,VA,02,"COTTER SMASAL, MISSY","KIGGANS, JENNIFER",7383592.320000001,1823330.8100000008,5560261.510000001,915276.59,592000.0,908054.2200000003,4968261.510000001,4383483.880000001,192,"HMP: $4,328,856 | LCV Victory Fund: $713,978 | STRATEGIC MAJORITY PAC: $592,000"
CA-16,CA,16,"LOW, EVAN",N/A,7054675.949999999,6110540.679999999,944135.27,6110540.679999999,944135.27,0,0,5166405.409999998,120,"NEIGHBORS FOR RESULTS: $2,815,348 | Next Generation Veteran Fund: $1,967,036 | Equality PAC: $628,080"
MT-00,MT,00,"TRANEL, MONICA","ZINKE, RYAN K",6865367.820000002,1352453.9100000018,5512913.91,458059.45999999996,189500.0,894394.45,5323413.91,4697578.92,655,"HMP: $4,879,150 | DEFEND AMERICAN JOBS: $509,959 | YOUR COMMUNITY PAC: $424,664"
NY-18,NY,18,"RYAN, PATRICK","ESPOSITO, ALISON",6115371.310000001,3039876.1300000018,3075495.1799999997,2406406.500000001,70971.05,633469.63,3004524.13,4706489.950000001,127,"Fairshake: $1,987,660 | HMP: $1,205,836 | VoteVets: $869,012"
VA-05,VA,05,"WITT, GLORIA TINSLEY","GOOD, ROBERT G. HON.",6023366.1899999995,2427395.5199999996,3595970.67,272.5,0,2427123.0199999996,3595970.67,1169120.1500000004,168,"American Patriots PAC: $2,719,597 | CONSERVATIVE OUTSIDER PAC INC: $1,181,218 | Protect Freedom Political Action Committee: $788,378"
TX-34,TX,34,"GONZALEZ, VICENTE","FLORES, MAYRA NOHEMI",5490905.529999999,1350181.82,4140723.7099999995,1336277.1199999999,1358604.16,13904.7,2782119.55,2745887.81,116,"HMP: $2,197,085 | NRCC: $1,345,604 | National Association of Realtors Congressional Fund: $966,989"
TX-23,TX,23,N/A,"HERRERA, BRANDON",5412032.549999999,1550128.1999999993,3861904.3499999996,0,0,1550128.1999999993,3861904.3499999996,2311776.1500000004,139,"UNITED DEMOCRACY PROJECT (UDP): $2,060,410 | Hispanic Leadership Alliance: $1,696,545 | ELECT PRINCIPLED VETERANS FUND (EPV FUND): $434,209"
NJ-07,NJ,07,"ALTMAN, SUSAN COPIUS","KEAN, THOMAS H. JR.",5021176.6099999985,1827306.8099999996,3193869.799999999,1519809.5,196813.63999999996,307497.31,2997056.1599999997,4012554.71,96,"HMP: $3,540,286 | WORKING FAMILIES PARTY PAC: $522,816 | JERSEY REAL: $449,964"
VA-10,VA,10,"HELMER, DANIEL",N/A,4942729.490000001,4929056.090000001,13673.4,4929056.090000001,13673.4,0,0,4915382.69,51,"Protect Progress: $4,061,538 | THE IMPACT FUND: $584,469 | WITH HONOR FUND II, INC.: $165,409"
MD-03,MD,03,"ELFRETH, SARAH KELLY",N/A,4462784.27,4462784.27,0,4462784.27,0,0,0,4462784.27,48,"UNITED DEMOCRACY PROJECT (UDP): $4,218,074 | Pro-Choice Majority 2024: $175,000 | AAPI Victory Fund: $52,618"
AZ-08,AZ,08,N/A,"MASTERS, BLAKE",4366760.75,3489979.92,876780.8300000001,0,0,3489979.92,876780.8300000001,-2613199.09,134,"NATIONAL INTEREST ACTION INC: $1,310,250 | ARIZONA'S BOLD ERA PAC (ABE PAC): $856,358 | RIGHT ARIZONA: $656,138"
NY-01,NY,01,"AVLON, JOHN","NICK, LALOTA",4304125.3,2788837.03,1515288.27,2661007.03,100012.59,127830.0,1415275.68,3848440.12,69,"WelcomePAC: $3,731,272 | 314 Action Fund: $192,266 | EDF Action Votes: $151,276"
AZ-03,AZ,03,"GALLEGO, RUBEN",N/A,4102732.9600000037,3984070.8200000036,118662.14,3984070.8200000036,118662.14,0,0,3865408.6800000034,912,"Protect Progress: $1,367,647 | Worker Power PAC: $844,895 | Mainstream Democrats PAC: $588,438"
OK-04,OK,04,N/A,"COLE, TOM",3834993.98,250490.38,3584503.6,0,0,250490.38,3584503.6,3334013.22,28,"Americans 4 Security PAC: $3,590,376 | DEFEND AMERICAN JOBS: $212,498 | National Association of Realtors Political Action Committee: $24,677"
WA-04,WA,04,"MUCHLINSKI, BIRDIE JANE","NEWHOUSE, DAN",3356849.21,1204209.2700000005,2152639.9399999995,444.25,0,1203765.0200000005,2152639.9399999995,949319.169999999,95,"NATIONAL INTEREST ACTION INC: $1,706,121 | MWSA INC.: $491,326 | CLEARPATH ACTION FUND, INC.: $275,938"
MI-13,MI,13,"THANEDAR, SHRI",N/A,3331414.2199999997,1062682.26,2268731.96,1062682.26,2268731.96,0,0,-1206049.7,17,"BLUE WAVE ACTION D/B/A BWA: $2,321,272 | Protect Progress: $1,010,142"
FL-01,FL,01,N/A,"GAETZ, MATT",3280724.15,1129505.85,2151218.3,0,0,1129505.85,2151218.3,1021712.4499999997,54,"FLORIDA PATRIOTS PAC: $3,090,434 | Protect Freedom Political Action Committee: $190,000 | HOUSE FREEDOM FUND: $290"
AL-02,AL,02,"GRAY, JEREMY","DOBSON, CAROLEENE",3077603.5,2773606.7600000002,303996.74,2483562.0,279588.95,290044.76,24407.79,1938336.08,89,"Protect Progress: $2,632,109 | 1787 Fund: $120,291 | ALABAMA FAMILIES PAC: $75,570"
NV-04,NV,04,"HORSFORD, STEVEN ALEXZANDER","LEE, JOHN",3077235.240000001,2781084.8100000015,296150.42999999993,2679537.280000001,88130.32999999999,101547.53,208020.09999999998,2697879.5200000014,107,"Fairshake: $1,725,542 | WORKERS VOTE: $438,072 | American Federation of State County & Municipal Employees PEOPLE: $241,121"
TX-26,TX,26,N/A,"GILL, BRANDON",3045518.5700000003,918021.78,2127496.79,0,0,918021.78,2127496.79,1209475.01,61,"AMERICA LEADS ACTION INC.: $1,149,491 | CONSERVATIVES FOR AMERICAN EXCELLENCE INC.: $978,006 | CLUB FOR GROWTH ACTION: $491,385"
CA-49,CA,49,"LEVIN, MIKE","GUNDERSON, MATT",3034056.44,249329.04,2784727.4,243376.08000000002,142369.57,5952.96,2642357.83,2737411.3800000004,37,"HMP: $1,836,436 | LCV Victory Fund: $832,979 | CALIFORNIA COMEBACK FUND: $148,323"
CO-05,CO,05,"REAGAN, JOSEPH F","WILLIAMS, DAVID",2980775.4299999997,653796.0700000001,2326979.36,38905.6,0,614890.47,2326979.36,1750994.49,90,"AMERICA LEADS ACTION INC.: $1,452,918 | CONSERVATIVES FOR AMERICAN EXCELLENCE INC.: $835,259 | Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action: $504,373"
CA-34,CA,34,"KIM, DAVID",N/A,2980060.6600000006,2387647.0200000005,592413.64,2387647.0200000005,592413.64,0,0,1795233.3800000004,30,"UNITED DEMOCRACY PROJECT (UDP): $2,300,443 | Protect Progress: $511,329 | BOLD America: $127,689"
TX-15,TX,15,"VALLEJO, MICHELLE","DE LA CRUZ, MONICA",2944303.5199999996,1011054.4600000002,1933249.0599999994,118959.35999999996,0,892095.1000000001,1933249.0599999994,1160113.3199999991,91,"HMP: $1,683,249 | Fairshake: $813,215 | Pro-Choice Majority 2024: $250,000"
WA-06,WA,06,"RANDALL, EMILY",N/A,2916560.0799999996,2916560.0799999996,0,2916560.0799999996,0,0,0,2916560.0799999996,46,"Protect Progress: $1,491,153 | Equality PAC: $908,463 | PENINSULA NEIGHBORS PAC: $398,875"
CO-03,CO,03,"FRISCH, ADAM","HURD, JEFFREY",2914696.17,2256250.05,658446.12,594582.41,3875.0,1661667.6400000001,654571.12,-416389.1100000001,183,"Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action: $1,113,157 | ROCKY MOUNTAIN VALUES PAC: $494,103 | Project 218: $467,400"
CT-05,CT,05,"HAYES, JAHANA","LOGAN, GEORGE S",2804741.8800000004,1301495.0700000003,1503246.81,679954.63,77465.6,621540.4400000001,1425781.21,1406729.7999999998,90,"DCCC: $676,179 | HMP: $649,602 | Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action: $526,246"
AL-01,AL,01,N/A,"MOORE, FELIX BARRY",2800009.2499999995,261168.97999999998,2538840.2699999996,0,0,261168.97999999998,2538840.2699999996,2277671.2899999996,81,"SOUTH ALABAMA CONSERVATIVES PAC: $1,008,234 | SCHOOL FREEDOM FUND: $835,455 | CONSERVATIVES FOR AMERICAN EXCELLENCE INC.: $652,621"
NC-06,NC,06,N/A,"CASTELLI, ROBERT CHRISTIAN",2788500.6699999995,663618.5899999999,2124882.0799999996,0,0,663618.5899999999,2124882.0799999996,1461263.4899999998,61,"CLUB FOR GROWTH ACTION: $1,205,710 | CONSERVATIVES FOR AMERICAN EXCELLENCE INC.: $892,235 | AWAKE CAROLINA: $474,538"
GA-03,GA,03,N/A,"DUGAN, MICHAEL",2715028.58,2565710.29,149318.29,0,0,2565710.29,149318.29,-2416392.0,64,"DEFEND AMERICAN JOBS: $1,308,412 | CONSERVATIVES FOR AMERICAN EXCELLENCE INC.: $581,672 | CLUB FOR GROWTH ACTION: $456,390"
NC-08,NC,08,N/A,"BRADFORD, JOHN R III",2618011.85,530839.55,2087172.3,0,0,530839.55,2087172.3,1556332.75,28,"AMERICA LEADS ACTION INC.: $1,829,252 | DEFEND AMERICAN JOBS: $530,840 | CONSERVATIVES FOR AMERICAN EXCELLENCE INC.: $175,870"
CA-40,CA,40,"KERR, JOSEPH","KIM, YOUNG",2535153.79,2517881.79,17272.0,187500.77000000002,17272.0,2330381.02,0,-2160152.25,48,"Fairshake: $1,813,799 | Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action: $322,135 | Flip the 40th: $110,920"
OR-03,OR,03,"MORALES, EDUARDO",N/A,2507787.269999999,2506287.269999999,1500.0,2506287.269999999,1500.0,0,0,2504787.269999999,23,"314 Action Fund: $2,212,990 | THE IMPACT FUND: $158,740 | Equality Project PAC: $65,000"
